ID,t,tw,probsnow_t,probsnow_tw
04202,0.05027932960893855,0.027932960893854747,-0.055865921787709494,-0.04469273743016759
25399,0.2006802721088435,0.09183673469387754,0.12585034013605442,0.013605442176870736
70086,0.32352941176470584,0.10294117647058823,0.11029411764705879,0.01470588235294118
70133,0.07142857142857142,0.050724637681159424,0.025879917184265022,-0.0020703933747412
70200,0.05239385727190604,0.027100271002710036,0.0036133694670280048,-0.005420054200542007
70231,0.03856749311294765,0.030991735537190084,0.011707988980716254,0.0006887052341597796
70261,0.018375241779497096,0.014506769825918763,0.0029013539651837512,-0.0019342359767891698
70273,0.03733486502010339,0.03159103963239517,0.010338885697874785,0.0005743825387708248
70316,0.051490514905149054,0.02059620596205962,-0.006233062330623304,-0.004878048780487795
70361,0.08362282878411911,0.04168734491315136,0.02754342431761786,-0.001985111662531014
70398,0.005972130059721303,-0.005308560053085602,-0.01161247511612475,-0.012607830126078301
71051,0.14473684210526316,0.07894736842105263,0.07894736842105263,0.013157894736842118
71072,0.2734375,0.171875,0.1484375,0.0546875
71081,0.2674199623352166,0.11487758945386065,0.11864406779661016,-0.007532956685499054
71082,0.20731707317073172,0.0853658536585366,0.12195121951219517,-0.02439024390243899
71109,0.024747574737675707,0.012670758265689962,0.007325282122352011,0.0021777865769154626
71124,0.2,0.0,0.0,0.0
71203,0.07894736842105263,0.045112781954887216,0.02631578947368421,0.022556390977443608
71625,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0
71714,0.1590909090909091,0.11363636363636365,0.13636363636363635,0.04545454545454544
71722,0.11979166666666666,0.08333333333333334,0.09375,0.04947916666666666
71816,0.0659679408138101,0.046239210850801474,0.02712700369913687,0.021578298397040688
71823,0.08060747663551401,0.03154205607476636,0.03621495327102804,0.012850467289719628
71836,0.09210526315789473,0.061403508771929835,0.05263157894736843,0.01973684210526315
71867,0.045766590389016024,0.03203661327231122,0.019450800915331815,0.0022883295194508074
71876,0.0196078431372549,0.0,0.0,0.0
71893,0.05555555555555555,0.05555555555555555,0.0,0.0
71896,0.06442577030812326,0.030812324929971976,0.030812324929971976,0.008403361344537813
71906,0.06608569353667391,0.05156136528685547,0.02178649237472767,0.010893246187363828
71907,0.11699779249448122,0.05739514348785871,0.06843267108167769,0.017660044150110354
71909,0.13175675675675674,0.07432432432432433,0.03603603603603604,0.007882882882882886
71915,0.09244992295839755,0.04930662557781201,0.04314329738058553,0.006163328197226509
71925,0.11194029850746269,0.07014925373134327,0.05671641791044775,0.03134328358208956
71928,0.0,0.0,0.0,0.0
71957,0.07044410413476263,0.06431852986217457,0.033690658499234305,0.01990811638591118
71964,0.023178807947019868,0.024282560706401758,-0.0022075055187638012,0.008830022075055184
72202,0.0,0.0,0.0,0.0
72203,-0.022988505747126436,-0.022988505747126436,-0.022988505747126436,-0.022988505747126436
72208,0.015384615384615385,0.0057692307692307696,0.007692307692307693,0.0057692307692307696
72214,-0.0033003300330033004,-0.006600660066006601,-0.006600660066006601,-0.009900990099009901
72221,0.0,0.0,0.0,0.0
72228,0.0,0.0,0.0,0.0
72235,0.013432835820895519,0.008955223880597014,0.008955223880597014,0.008955223880597014
72240,0.002325581395348837,0.004651162790697674,0.002325581395348837,0.004651162790697674
72243,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
72248,0.005181347150259065,0.005181347150259065,0.005181347150259065,0.0025906735751295325
72250,0.0,0.0,0.0,0.0
72251,-0.005263157894736842,-0.005263157894736842,-0.005263157894736842,-0.005263157894736842
72255,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.027777777777777776
72261,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333
72265,0.047826086956521734,0.026086956521739126,0.026086956521739126,0.0217391304347826
72274,-0.008264462809917356,-0.008264462809917356,-0.011019283746556474,-0.011019283746556474
72278,0.0,0.0,0.0,0.0
72280,0.0,0.0,0.0,0.0
72290,-0.007782101167315175,-0.007782101167315175,-0.007782101167315175,-0.007782101167315175
72295,0.0,0.0,0.0,0.0
72304,0.0034722222222222238,-0.003472222222222222,-0.003472222222222222,-0.003472222222222222
72323,0.0,0.0,0.0,0.0
72327,0.010477299185098952,0.008149010477299184,-0.0058207217694994165,0.001164144353899884
72349,0.10052910052910052,0.07407407407407407,0.06878306878306878,0.042328042328042326
72353,0.03314917127071824,0.019337016574585635,0.013812154696132596,0.008287292817679558
72363,0.058620689655172406,0.02758620689655171,0.024137931034482765,0.01034482758620689
72374,0.0,0.0,0.0,0.0
72386,0.0,0.0,0.0,0.0
72387,-0.07216494845360824,-0.07216494845360824,-0.08247422680412371,-0.07216494845360824
72393,0.0,0.0,0.0,0.0
72394,-0.003787878787878788,-0.003787878787878788,-0.003787878787878788,-0.003787878787878788
72403,0.056625141562853906,0.0464326160815402,0.03397508493771234,0.013590033975084945
72414,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
72425,0.018518518518518517,0.018518518518518517,-0.012345679012345678,-0.004115226337448555
72429,0.03554502369668246,0.02369668246445497,0.007109004739336497,0.011848341232227486
72451,0.07911392405063293,0.06329113924050635,0.060126582278481014,0.03797468354430379
72476,0.021479713603818618,0.002386634844868743,-0.033412887828162284,-0.031026252983293548
72488,-0.01260504201680672,-0.008403361344537813,-0.037815126050420166,-0.029411764705882346
72494,-0.0014184397163120568,-0.0014184397163120568,-0.0014184397163120568,-0.0014184397163120568
72503,0.02702702702702703,0.02702702702702703,0.0,0.013513513513513514
72518,0.05005107252298263,0.0316649642492339,0.009193054136874351,0.009193054136874351
72520,0.006932409012131727,0.012131715771230511,-0.02079722703639514,-0.014731369150779897
72528,0.021843003412969297,0.015017064846416378,-0.02798634812286689,-0.013651877133105797
72532,0.061046511627906974,0.0377906976744186,0.03197674418604651,0.026162790697674423
72534,0.25,0.25,0.25,-0.25
72544,0.01552106430155211,0.002217294900221732,0.002217294900221732,-0.006651884700665189
72576,0.028571428571428553,0.01428571428571429,-0.02857142857142858,-0.01428571428571429
72583,0.04870129870129872,0.051948051948051965,-0.00974025974025973,0.0
72606,0.05268595041322314,0.040289256198347105,0.03202479338842975,0.006198347107438017
72645,0.04037685060565277,0.020188425302826385,0.008075370121130548,-0.002691790040376854
72655,0.10362694300518135,0.06735751295336787,0.06735751295336787,0.046632124352331605
72659,0.02197802197802197,0.014652014652014642,-0.007326007326007328,0.0
72662,0.014450867052023114,0.017341040462427737,-0.010115606936416194,-0.007225433526011571
72672,0.0,0.0,0.0,0.0
72694,0.011927480916030533,0.00715648854961832,0.006202290076335878,0.0014312977099236648
72734,0.04535147392290248,0.013605442176870736,0.0,-0.011337868480725627
72764,0.032478632478632474,0.022222222222222227,0.008547008547008544,0.0034188034188034205
72775,0.01592920353982301,0.0035398230088495575,-0.02831858407079646,-0.017699115044247787
72776,0.032786885245901634,-0.002732240437158473,-0.01912568306010929,0.0
72785,0.05185185185185186,0.022222222222222213,0.012345679012345678,-0.015432098765432112
72793,0.023809523809523808,0.0,0.0,0.0
72797,0.020641194554238036,0.005270092226613968,0.006148440931049628,-0.003952569169960474
74003,0.5,0.5,0.5,0.0
74486,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.017543859649122806
74777,0.0,0.0,0.0,0.0
74788,0.0,0.0,0.0,0.0
76225,0.0,0.0,0.0,0.0
76256,0.0,0.0,0.0,0.0
76382,0.0,0.0,0.0,0.0
76393,-0.06666666666666667,-0.06666666666666667,-0.06666666666666667,-0.06666666666666667
76394,0.0,0.0,0.0,0.0
78073,0.0,0.0,0.0,0.0
BKF,0.014492753623188415,0.014492753623188415,-0.10144927536231883,-0.043478260869565216
BOI,0.043795620437956206,0.0510948905109489,-0.007299270072992692,-0.014598540145985398
BVE,0.0,0.0,0.0,0.0
COF,0.0,0.0,0.0,0.0
COS,-0.06666666666666665,0.0,-0.06666666666666665,-0.06666666666666665
CSG,0.0,0.0,0.0,0.0
CWEU,0.1336206896551724,0.125,-0.017241379310344834,0.0
CYBK,0.12626262626262627,0.09090909090909091,0.040404040404040414,0.010101010101010097
CYLT,0.30769230769230765,0.1076923076923077,0.046153846153846156,-0.2
CYMO,0.11214953271028036,0.04672897196261682,0.037383177570093455,0.009345794392523364
